sbscrbr,user_id,Gender,Status,D.O.B.,Address,State_CD
9253308967,Artus_Lamzed,M,Single,2/19/1991,"28 Peninsula Court  Hartsville, SC 29550",
9364188816,Veronique_Gringley,F,Single,9/19/2004,"632 East Pilgrim Court  Leominster, MA 01453",
9025695205,Gradey_Galbraith,F,Single,6/16/1983,"81 Big Rock Cove St.  Athens, GA 30605",
7736804460,Magnum_Bullocke,M,Single,8/1/1995,"8713 Schoolhouse Lane  Grovetown, GA 30813",
1156500870,Robina_Offener,F,Single,3/6/2002,"86 Clay Ave.  Fort Wayne, IN 46804",
7664570754,Pattie_Barten,M,Single,3/21/1991,"730 Marvon Dr.  Coventry, RI 02816",
8525805034,Gabriella_Dominico,F,Single,4/21/1996,"129 Jefferson Lane  Sulphur, LA 70663",
1681438737,Belita_Szymanowicz,M,Divorced,1/31/1983,"8140 Border Drive  Geneva, IL 60134",
5734278389,Renaud_Mardy,F,Divorced,10/4/1983,"177 Lake Lane  Iowa City, IA 52240",
5843788607,Virge_Mapledoore,F,Divorced,2/14/2000,"8346 Cedar St.  Deer Park, NY 11729",
3459231640,Andrey_Antonowicz,M,Divorced,7/8/1998,"21 N. Greenview St.  Freehold, NJ 07728",
5681497688,Stella_Searles,F,Divorced,9/22/2008,"9628 Kingston St.  Myrtle Beach, SC 29577",
9045364026,Waneta_Spyer,F,Divorced,6/23/2004,"4 Main St.  Derry, NH 03038",
1762362430,Philis_Letson,F,Divorced,6/2/2005,"8011 Cemetery Ave.  Abingdon, MD 21009",
7596664730,Shanan_Lye,M,Divorced,2/10/1999,"992 Ohio Court  Monroeville, PA 15146",
1628575491,Jeana_Feltoe,F,Divorced,11/4/1978,"916 East Tower Avenue  Palatine, IL 60067",
8107160143,Myrtie_Kissack,F,Divorced,4/20/1973,"43 S. Coffee Street  Banning, CA 92220",
2158656002,Kori_Klimov,M,Divorced,9/23/2000,"5 Greystone Dr.  Lanham, MD 20706",
4215863595,Evelyn_Lindl,F,Divorced,3/23/2001,"8046 Hamilton St.  Murrells Inlet, SC 29576",
3744207447,Carrol_Fesby,F,Divorced,6/30/1989,"9883 Peg Shop Dr.  Woodstock, GA 30188",
5227746632,Elna_McKillop,M,Divorced,3/13/1999,"69 Edgefield Rd.  West Orange, NJ 07052",
9284374442,Natale_Thowless,F,Divorced,4/9/2010,"724 Dunbar Dr.  Schenectady, NY 12302",
5679471075,Yves_MacKowle,M,Divorced,10/21/2003,"7060 W. County St.  Mansfield, MA 02048",
6768908786,Renae_Noar,F,Divorced,1/8/2010,"601 West Sunnyslope Street  Muscatine, IA 52761",
4128074500,Cathi_Rangall,M,Divorced,9/27/2002,"994 Boston St.  Knoxville, TN 37918",
2343036738,Jacki_Schrader,F,Divorced,9/27/1986,"4 NE. Applegate Street  Naples, FL 34116",
3778885193,Beckie_Bulled,F,Divorced,10/30/1981,"8900 South Van Dyke Ave.  Ashtabula, OH 44004",
8626246544,Aurelea_Jakubczyk,M,Divorced,3/10/1984,"27 Sunnyslope Avenue  Dallas, GA 30132",
3476120177,Milly_Ziemen,F,Divorced,12/10/1981,"9284 N. Maiden St.  Gloucester, MA 01930",
2722569907,Hilton_Alessandretti,F,Divorced,3/18/2000,"7758 Sugar Street  Smyrna, GA 30080",
1803505188,Melessa_Lugton,F,Divorced,4/30/1975,"7483 Bayberry St.  North Fort Myers, FL 33917",
6758538121,Norry_Foldes,M,Divorced,4/27/1994,"25 South Rock Maple Ave.  Urbandale, IA 50322",
2933796130,Paolina_Dwyer,F,Divorced,2/16/1978,"91 Third Ave.  Burlington, MA 01803",
1225292696,Marcellina_Bellow,F,Single Parent,4/25/1995,"8612 Annadale St.  Orange Park, FL 32065",
7144320159,Elisha_Vlach,M,Single Parent,5/26/2000,"8394 Virginia Road  Port Chester, NY 10573",
2096627248,Erl_Clare,F,Single Parent,6/8/1978,"22 NW. Durham St.  Webster, NY 14580",
9247745823,Hurley_Dufoure,F,Single Parent,3/26/1980,"134 W. Anderson St.  Wisconsin Rapids, WI 54494",
7724373489,Devondra_Sapey,M,Single Parent,6/8/1995,"137 Tailwater Ave.  Galloway, OH 43119",
5478498273,Jami_Wingrove,F,Single Parent,12/26/1981,"8138 North Cedar Swamp Rd.  Grand Forks, ND 58201",
1194173819,Lindsay_Scallan,M,Married,11/28/1987,"786 Canal Lane  Redford, MI 48239",
8094399441,Anastasie_Husk,F,Married,11/7/1986,"94 Beacon St.  Palm City, FL 34990",
7604773167,Robbie_Blodgetts,M,Married,11/8/1991,"81 Richardson St.  Granger, IN 46530",
2718940218,Jemima_Andrassy,F,Married,2/16/1995,"112 Silver Spear Road  Bethlehem, PA 18015",
8316239397,Norry_Klaff,F,Married,6/17/1981,"9431 Mechanic Court  Brockton, MA 02301",
5992394306,Loree_Joubert,M,Married,5/31/2010,"122 Anderson St.  Floral Park, NY 11001",
1212756925,Barton_Greeves,F,Married,10/17/1998,"197 East Fordham Dr.  Cary, NC 27511",
4893847672,Peyter_Abbatucci,F,Married,3/8/1982,"49 Oak Valley Court  Fort Myers, FL 33905",
2803269101,Fallon_Rowesby,F,Married,10/1/1986,"9792 Boston Lane  Montgomery, AL 36109",
6351921536,Tally_Beneze,M,Married,2/1/2008,"3 Chapel St.  Hampton, VA 23666",
3267009970,Rutledge_Guyet,F,Married,7/28/1983,"9507 Jockey Hollow St.  Bozeman, MT 59715",
6847541761,Heath_Kanwell,F,Married,6/19/1995,"9204 Glen Ridge Ave.  Bluffton, SC 29910",
5901445460,Wilmar_Goring,M,Married,1/17/1989,"9457 Philmont Drive  Scarsdale, NY 10583",
5137162047,Ly_Leebeter,F,Married,2/18/1974,"888 E. Third St.  Wayne, NJ 07470",
8863450411,Camellia_Fomichkin,F,Married,9/19/1999,"9111 E. Prospect St.  Orland Park, IL 60462",
2685892262,Christoper_Eberz,M,Married,12/12/1985,"7307 S. Edgemont Ave.  Uniondale, NY 11553",
7098691164,Dyann_Blackborne,F,Married,2/6/1997,"8235 South Prairie St.  Newnan, GA 30263",
2012209032,Clem_Castagna,M,Married,10/8/1979,"712 Front Lane  Ypsilanti, MI 48197",
6814987711,Corena_Vaines,F,Married,4/13/2012,"9258 James Street  Ottumwa, IA 52501",
7573494558,Sal_Pedri,M,Married,2/22/1983,"9426C Summerhouse Rd.  Schenectady, NY 12302",
9901219983,Yoshiko_Cestard,F,Married,2/19/1995,"666 East Ave.  Taylors, SC 29687",
8224203358,Kimberly_Naul,F,Married,1/7/2011,"7179 Brook Ave.  Romulus, MI 48174",
3601947220,Marjie_Widd,M,Married,9/15/1992,"760 Newbridge St.  Ravenna, OH 44266",
9841422344,Haily_Jaquest,F,Married,5/2/2014,"75 Arlington Dr.  Phoenix, AZ 85021",
1128050885,Calley_Critchell,F,Divorced,10/28/1994,"88 Sutor Street  West Bloomfield, MI 48322",
5395446628,Antonia_Spohrmann,F,Divorced,9/3/2010,"1 Virginia Dr.  Philadelphia, PA 19111",
5825328583,Electra_Whyard,M,Divorced,11/24/1989,"160 Deerfield Road  Camas, WA 98607",
2034962840,Charissa_Bootell,F,Divorced,4/10/1975,"998 Depot Road  Fullerton, CA 92831",
3644230143,Fran_Bowerbank,F,Divorced,8/4/2002,"9096 Bridge Ave.  Montgomery Village, MD 20886",
4801357382,Orazio_Hounihan,M,Divorced,7/28/2001,"3 Arlington Dr.  Upper Darby, PA 19082",
5611334030,Nickolai_Gregoratti,F,Divorced,11/30/1997,"319 East Marvon Ave.  Chicago Heights, IL 60411",
9579094994,Bealle_Wisam,F,Single,9/7/2008,"16 Peachtree Dr.  Windsor Mill, MD 21244",
1315416829,Ruttger_Lyes,M,Single,5/13/1991,"9955 Highland St.  Mechanicsville, VA 23111",
7363117661,Karylin_Impson,F,Single,3/7/1998,"9960 Linden St.  Piqua, OH 45356",
2405618454,Austen_Lightbown,M,Single,7/24/1987,"8172 Purple Finch Street  Boston, MA 02127",
2145157625,Christyna_Marvin,F,Single,2/6/1998,"8884 San Carlos Lane  Greenville, NC 27834",
6854050411,Billie_McEachern,M,Single,12/20/1973,"98 Gartner Dr.  Decatur, GA 30030",
6317881902,Clarinda_Seamons,F,Single Parent,9/8/1985,"229 Arlington St.  Casselberry, FL 32707",
6651906148,Cinnamon_Hearons,F,Single Parent,5/18/1990,"16 Ridgeview Street  Muskego, WI 53150",
2959157218,Linn_Venton,M,Single Parent,12/19/2011,"9 Courtland Street  Murfreesboro, TN 37128",
8188114382,Anatola_Stripling,F,Single Parent,7/21/1975,"47 Shipley Street  Rego Park, NY 11374",
9081936370,Vincent_Shevill,F,Single Parent,4/13/1999,"6 Randall Mill Drive  Egg Harbor Township, NJ 08234",
1044946240,Bendicty_Corinton,F,Single Parent,8/1/1983,"44 West Pierce Ave.  New Berlin, WI 53151",
6878617338,Malva_Yegorshin,M,Single Parent,6/12/1975,"138 Southampton Circle  Oak Lawn, IL 60453",
2067464136,Mahala_Loxley,F,Single Parent,8/7/1981,"9387 Homewood Drive  Canandaigua, NY 14424",
2404718927,Hillyer_Traves,F,Single Parent,12/30/2007,"9654 Yukon Road  New Milford, CT 06776",
7632184391,Lorianne_Maddison,M,Single,12/17/1977,"846 Gartner Court  Moses Lake, WA 98837",
7418051999,Jareb_Shorey,F,Single,12/31/1998,"160 Illinois St.  Cherry Hill, NJ 08003",
8993240185,Gerhardine_Curnick,F,Single,7/15/1986,"17 Wood St.  Manahawkin, NJ 08050",
8122533428,Jody_Farnworth,M,Single,1/16/2007,"62 N. Paris Hill Drive  Madisonville, KY 42431",
8466432146,Kym_Heatherington,F,Single,6/11/1976,"25 Cottage Street  Beckley, WV 25801",
6205919109,Sheridan_Edwins,M,Single,10/12/1989,"7299 Lees Creek Street  Astoria, NY 11102",
3039075970,Sofie_Stangoe,F,Single,2/7/2000,"171 Cambridge Street  New Lenox, IL 60451",
5621538689,Christabella_Lowfill,M,Single,10/26/2002,"466 Green Lake Ave.  Antioch, TN 37013",
9188444729,Isabelita_Perl,F,Single,12/26/1993,"99 Brookside Court  Dothan, AL 36301",
1969257912,Dede_Rowthorne,F,Single,5/17/2011,"81 Ocean Street  Glendale Heights, IL 60139",
9926613092,Ula_Peploe,M,Single,6/24/2006,"8998 2nd Street  Sunnyside, NY 11104",
2495470728,Loise_Bruno,F,Single,2/9/2011,"7 W. Riverview Lane  New York, NY 10002",
5004679267,Corinna_Friberg,F,Single,8/30/1992,"72 San Carlos Drive  Evansville, IN 47711",
6263159742,Darnell_Dot,F,Single,6/27/1980,"9613 Brookside St.  Midlothian, VA 23112",
7107769929,Elsie_Leyton,M,Single,9/2/2014,"9359 Ridgeview St.  Pelham, AL 35124",
2674456867,Bettye_Plaskitt,F,Single,2/27/1983,"97 Blackburn Road  Belleville, NJ 07109",
4121356216,Linea_Carillo,F,Single,3/2/1979,"8852 Cobblestone Court  Coventry, RI 02816",
1298634552,Guglielma_Coulter,M,Married,12/8/1994,"7307 Park Street  Jacksonville Beach, FL 32250",
1164361589,Brew_Storch,F,Married,6/28/1991,"627 Grove Street  Riverside, NJ 08075",
6881006493,Kristy_Pardal,F,Married,2/17/2015,"7347 Brook Road  Winter Springs, FL 32708",
4131561011,Mordecai_Edmead,M,Married,8/26/1984,"9473 Buckingham Street  Muskogee, OK 74403",
2045458957,Fanechka_Walters,F,Married,6/14/1981,"8185 Beach Street  Voorhees, NJ 08043",
1279956023,Rora_Tour,M,Married,7/10/1978,"8980 Brook St.  State College, PA 16801",
8749717044,Harlene_Skelton,F,Married,12/2/1977,"8785 Circle St.  Thibodaux, LA 70301",
2111376311,Arvin_Huge,M,Married,8/25/1998,"7763 Manor Lane  Macon, GA 31204",
9628113723,Desirae_Matthews,F,Married,11/18/2014,"385 Princeton St.  Westbury, NY 11590",
3283090681,Farand_Lambshine,F,Married,11/2/1992,"201 Hillcrest St.  Battle Ground, WA 98604",
5962292272,Shamus_Longo,M,Married,6/12/2002,"7 W. Fairfield Ave.  Marlborough, MA 01752",
4306713388,Josias_Esome,F,Married,2/19/1977,"9880 Ramblewood Ave.  Myrtle Beach, SC 29577",
8296472968,Bonnee_Heathwood,F,Married,10/8/1982,"3 Grand Drive  East Stroudsburg, PA 18301",
2104385835,Lark_Goor,F,Married,5/25/1999,"856 Sleepy Hollow Ave.  Newburgh, NY 12550",
3396476606,Carolynn_Dimsdale,M,Married,3/11/1984,"148 Inverness St.  Watertown, MA 02472",
5415554075,Rosina_Alwood,F,Married,1/13/1973,"7077 Shub Farm St.  West Fargo, ND 58078",
7411605846,Niall_Burgett,F,Married,6/19/1980,"9781C East Canal Court  Bridgeport, CT 06606",
2849885241,Huntley_Polo,M,Married,5/22/1983,"35 Princeton Street  Macungie, PA 18062",
7141924469,Mort_Ledekker,F,Married,4/5/1998,"754 Mayfair Ave.  Conyers, GA 30012",
5426493791,Krystle_Mowat,F,Married,6/22/1985,"501 Proctor Ave.  Amityville, NY 11701",
6196705105,Kelcey_Hancke,M,Married,3/8/1989,"32 Hillcrest Ave.  Chandler, AZ 85224",
6731414098,Donalt_Hann,F,Married,7/24/1979,"8167 Briarwood St.  Lawndale, CA 90260",
3783119554,Anastassia_Guidi,M,Married,7/9/1994,"8699 S. Mountainview Ave.  Yorktown, VA 23693",
1392586111,Brianne_Strauss,F,Married,9/10/2004,"764 Nichols Drive  Lilburn, GA 30047",
5565759548,Mead_Gristwood,M,Divorced,4/27/1980,"84 Jennings Dr.  Saint Albans, NY 11412",
9244884405,Yance_Rickword,F,Divorced,1/14/2005,"301 Pawnee Street  Beloit, WI 53511",
8982823617,Nessi_Blowick,F,Divorced,12/30/2010,"8 Pacific Road  Newton, NJ 07860",
9187618409,Tim_McCane,M,Divorced,8/24/1997,"656 Lantern Avenue  Bayonne, NJ 07002",
7763069065,Allina_Trounce,F,Divorced,7/22/2008,"515 Argyle Dr.  Henderson, KY 42420",
8984183809,Halsey_Cormode,F,Divorced,1/17/2009,"60 N. Strawberry Street  King Of Prussia, PA 19406",
8448820744,Gunar_Seed,F,Divorced,8/16/1996,"7397 E. Sycamore Drive  Chippewa Falls, WI 54729",
7231645076,Trudi_O'Hickee,M,Divorced,2/22/1995,"8645 Pennington Street  Kingsport, TN 37660",
3912929272,Averyl_Franzoli,F,Divorced,7/12/1980,"602 Temple Dr.  Neptune, NJ 07753",
9096580621,Scarlett_Burchill,F,Single,12/23/2007,"58 Courtland Rd.  Independence, KY 41051",
1416406023,Cathyleen_Falshaw,M,Single,11/13/2001,"6 Olive Lane  Riverview, FL 33569",
6581283426,Wrennie_Stanbridge,F,Single,12/30/1995,"721 Vale St.  Chardon, OH 44024",
4826415132,Huberto_Erskine,F,Single,5/30/1987,"8312 Smoky Hollow Street  Evanston, IL 60201",
6188898897,Raeann_Lowey,M,Single,4/30/2009,"179 West Windfall Circle  Macomb, MI 48042",
9717478738,FSLVRdie_Arnke,F,Single,6/10/1993,"30 Homewood St.  Elmont, NY 11003",
5625187837,Alden_Greave,M,Single,5/30/1990,"809 Golf Rd.  Lakewood, NJ 08701",
5432743546,Carmine_Mcettrick,F,Single,6/6/1997,"281 Sunbeam Ave.  Ashtabula, OH 44004",
6454455147,Daryl_Bartosinski,M,Single,8/25/1980,"629 Spruce St.  Danbury, CT 06810",
1558205599,Stanton_Rylstone,F,Single,11/7/1996,"54 Miles Ave.  Dothan, AL 36301",
8301077049,Sada_Fairfoull,F,Single,12/16/1997,"337 Jefferson St.  Columbus, GA 31904",
1966892732,Raleigh_Snar,M,Single,11/17/2006,"996 Squaw Creek St.  Enterprise, AL 36330",
3996448723,Wye_Helbeck,F,Single,9/14/1985,"46 Howard Ave.  Wantagh, NY 11793",
2995186931,Morrie_Nesby,F,Single,5/26/1992,"25 Redwood Street  Banning, CA 92220",
8056001779,Hinda_Berardt,F,Single,10/6/1996,"50 Pearl Rd.  Toms River, NJ 08753",
3819572498,Darbie_Townson,M,Single,2/6/1986,"8034 Oak St.  Arlington, MA 02474",
5242707036,Solomon_StSLVRwick,F,Single,7/1/1994,8362 Bayport Street  Apt 63 ,
5034508847,Briny_Chastaing,F,Single,9/10/2010,"Santa Cruz, CA 95060 400 Beechwood Street ",
4557788758,Kile_McPharlain,M,Single,12/29/1994,"Canfield, OH 44406 237 Overlook Street ",
1064647844,Stephenie_Florentine,F,Single,11/26/1978,"Plainview, NY 11803 36 Silver Spear Ave. ",
8013507831,Romy_Draper,F,Single,10/10/1977,"Sykesville, MD 21784 9011 Whitemarsh Court ",
7226428738,Nessy_Gerholz,M,Single,3/3/1992,"El Paso, TX 79930 682 Race St. ",
1597163259,Alair_Jacobi,F,Single,2/12/1999,"Columbia, MD 21044 798 Pleasant St. ",
4345609670,Iorgo_Whitehead,M,Single,6/7/1989,"Wadsworth, OH 44281 175 S. Primrose Street ",
6989783465,Una_O'Lagen,F,Single,9/8/1998,"Wellington, FL 33414 8 Hawthorne Ave. ",
3654410773,Chaim_Jobbing,M,Divorced,4/19/2012,"Stuart, FL 34997 50 Woodside Drive ",
7871279927,Jaquelin_Moyse,F,Divorced,6/9/1992,"Lake Worth, FL 33460 863 Oakwood Ave. ",
8847580622,Wilmer_Tregonna,F,Divorced,9/10/2010,"Brick, NJ 08723 62 Shadow Brook Ave. ",
1594446082,Emelen_Rabbitt,M,Divorced,3/19/1977,"Bethel Park, PA 15102 80 Grandrose Road ",
5092419068,Richart_Albiston,F,Divorced,7/11/1996,"Oxnard, CA 93035 210 Branch St. ",
7504048694,Hadley_Asipenko,F,Married,9/27/2001,"Lincoln Park, MI 48146 7169 Woodside Street ",
8507773947,Stanislas_Bernardotte,F,Married,4/11/1974,"Newington, CT 06111 783 Santa Clara St. ",
4748393025,Maryjane_Francecione,M,Married,11/22/1981,"Thomasville, NC 27360 8076 Rockwell Street ",
2456066143,Darrelle_Lefeuvre,F,Married,6/4/2002,"Revere, MA 02151 8918 Rockwell Court ",
9368736516,Loralie_MacKettrick,F,Married,4/3/1988,"San Carlos, CA 94070 361 North Pierce Ave. ",
9745491526,Cammy_Skoggings,M,Married,12/23/1999,"Evans, GA 30809 716 Cambridge Avenue ",
3251512455,Hollis_Antonioni,F,Married,6/19/2009,"Irmo, SC 29063 546 Lakeview St. ",
3334278462,Annamaria_Humphrys,F,Married,1/20/1988,"Southaven, MS 38671 505 Alderwood Dr. ",
3064227998,Orelia_Undrell,M,Married,9/18/2002,"Middleburg, FL 32068 7283 Plumb Branch Street ",
3958130073,Justin_Orsay,F,Married,3/23/1978,"Uniondale, NY 11553 9 Windsor Ave. ",
8767131274,Jess_Riddell,M,Married,12/28/2004,"Lorton, VA 22079 7429 Livingston Dr. ",
9402216548,Nessi_Kubicek,F,Married,3/2/1981,"Monroeville, PA 15146 466 Plumb Branch Dr. ",
2189432489,Donelle_Ivantyev,M,Married,10/20/1977,"Hightstown, NJ 08520 704 Cemetery Drive ",
9335999382,Tressa_Schwandermann,F,Married,9/14/1988,"Leominster, MA 01453 125 West St Louis Lane ",
3626464491,Lyndsie_Bletcher,F,Married,7/18/2004,"Hanover Park, IL 60133 7522 Old Marconi Street ",
7993099377,Dianemarie_Elland,M,Married,7/9/1989,"New Kensington, PA 15068 36 Clay St. ",
4192113367,Ginger_Phelps,F,Married,1/14/1986,"Greenfield, IN 46140 525 South Market Ave. ",
3622431060,Garfield_Helkin,F,Married,9/10/1981,"Glasgow, KY 42141 606 Colonial St. ",
7897179223,Jennee_Giordano,F,Married,9/18/2014,"Burke, VA 22015 66 West Nichols Ave. ",
1524393998,Estrella_Roalfe,M,Married,10/25/1979,"Hillsborough, NJ 08844 9024 Mulberry Ave. ",
4725573038,Amabel_Howbrook,F,Married,12/30/2010,"South El Monte, CA 91733 36 Atlantic St. ",
5512414015,Jeanna_Hune,F,Divorced,3/10/2008,"Clinton Township, MI 48035 299 Temple Ave. ",
5009441539,Caroljean_Clapham,M,Divorced,12/27/1990,"Wenatchee, WA 98801 79 Fairway Avenue ",
3491279968,Linus_Carletti,F,Divorced,4/15/1986,"Ocean Springs, MS 39564 8259 Hill Field Drive ",
2839670088,Lou_Moyce,F,Divorced,3/8/2008,"Fresno, CA 93706 439 Hawthorne Dr. ",
7873394907,Opalina_Schulken,M,Divorced,12/13/2004,"Savannah, GA 31404 473 Bohemia Drive ",
5732715268,Jesse_Bransom,F,Divorced,8/15/1978,"Maspeth, NY 11378 9800 Meadowbrook Road ",
6672758308,Gard_Brownjohn,M,Divorced,9/4/1994,"Schaumburg, IL 60193 73 Thompson Court ",
6847542496,Monro_Fawdry,F,Divorced,7/9/1982,"Miami Beach, FL 33139 7077 Mill St. ",
2894593727,Tadeo_Legerton,M,Divorced,7/10/1979,"Carol Stream, IL 60188 6 Smith Ave. ",
7629604316,Koral_Tommeo,F,Divorced,8/12/1993,"Freeport, NY 11520 7232 North Avenue ",
6297212659,Aurel_Cranshaw,F,Single,10/2/1996,"Willingboro, NJ 08046 482 Brickell St. ",
1978083745,Aurilia_Samter,M,Single,3/4/1976,"Rockville, MD 20850 64 West Santa Clara Avenue ",
